name,address,tel,category_no,category,genre,ticket_type,geocode_address,note,contact
㈱ちよだ鮨築地店,築地3-12-8　伊藤ビル1F,03-3541-9972,7,その他の食品,持ち帰り寿司,all,東京都中央区築地3-12-8,,
株式会社 川邊商店,築地4-7-5　築地KYビル1F,03-3541-3019,7,その他の食品,鰹節・昆布・乾物,all,東京都中央区築地4-7-5,,
丸山海苔店 築地本店,築地4-7-5　築地KYビル1F,03-3541-0223,7,その他の食品,食品,all,東京都中央区築地4-7-5,,
大東水産,築地4-7-5,03-3541-1281,7,その他の食品,海産物,all,東京都中央区築地4-7-5,,
つきじ近富,築地4-8-1,03-3542-8601,7,その他の食品,塩干物,all,東京都中央区築地4-8-1,,
榛原鰻販売㈱築地１号店,築地4-8-2,03-3541-9713,7,その他の食品,鰻,all,東京都中央区築地4-8-2,,
株式会社中川屋,築地4-8-5,03-3541-6955,7,その他の食品,漬物販売,all,東京都中央区築地4-8-5,,
㈱大鹿,築地4-9-9,03-3542-1010,7,その他の食品,海苔・茶販売,all,東京都中央区築地4-9-9,,
おにぎり屋 築地丸豊,築地4-9-9,03-3541-6010,7,その他の食品,おにぎり・海鮮丼販売 ｲｰﾄｲﾝ,all,東京都中央区築地4-9-9,,
つきじ酒井商店,築地4-10-3,03-6226-5806,7,その他の食品,乾物販売(干貝柱）,all,東京都中央区築地4-10-3,,
幸軒,築地4-10-7,03-3545-5602,7,その他の食品,焼売販売,all,東京都中央区築地4-10-7,,
幸修園 築地店,築地4-10-7,03-3545-5501,7,その他の食品,茶・海苔・乾物,all,東京都中央区築地4-10-7,,
堂故商店,築地4-10-7,03-3541-8155,7,その他の食品,塩干魚・魚類加工品,all,東京都中央区築地4-10-7,,
㈱諏訪商店,築地4-10-8,03-3541-6871,7,その他の食品,食品販売,all,東京都中央区築地4-10-8,,
㈱山本商店,築地4-10-8,03-3541-2954,7,その他の食品,豆・乾物販売店,all,東京都中央区築地4-10-8,,
株式会社ヤマハチ,築地4-10-9,03-3543-8088,7,その他の食品,食品,all,東京都中央区築地4-10-9,,
築地 山長,築地4-10-10,03-3248-6002,7,その他の食品,小売業,all,東京都中央区築地4-10-10,,
丸武,築地4-10-10,03-3542-1919,7,その他の食品,鶏卵加工,all,東京都中央区築地4-10-10,,
㈲浪コシ,築地4-10-16,03-3543-5800,7,その他の食品,漬物卸売業,all,東京都中央区築地4-10-16,,
有限会社丸二商店,築地4-10-16,03-3541-1531,7,その他の食品,食料品等販売業,all,東京都中央区築地4-10-16,,
昆布商 吹田商店,築地4-11-1,03-3541-6931,7,その他の食品,昆布･わかめ･ひじき･椎茸･焼麩,all,東京都中央区築地4-11-1,,
味の浜藤 築地本店,築地4-11-4　東急ステイ築地1F,03-3542-2273,7,その他の食品,水産加工食品,all,東京都中央区築地4-11-4,,
今田屋商店,築地4-13-2,03-3541-0578,7,その他の食品,乾物・加工食品,all,東京都中央区築地4-13-2,,
江戸一飯田本店,築地4-13-4,03-3543-5225,7,その他の食品,佃煮等小売業,all,東京都中央区築地4-13-4,,
つきぢ松露株式会社,築地4-13-13,03-3543-0582,7,その他の食品,玉子焼,all,東京都中央区築地4-13-13,,
丸玉水産加工㈱,築地4-13-13,03-3541-6879,7,その他の食品,魚肉煉製品,all,東京都中央区築地4-13-13,,
株式会社ナカガワ漬物,築地4-14-1,03-3541-4022,7,その他の食品,漬物販売,all,東京都中央区築地4-14-1,,
㈱伊勢正,築地4-14-1-107,03-3541-5551,7,その他の食品,海産物・小売・卸売,all,東京都中央区築地4-14-1-107,,
金子海苔店,築地4-14-14,03-3541-5946,7,その他の食品,海苔、お茶販売,all,東京都中央区築地4-14-14,,
北田水産㈱築地店,築地4-14-15,03-3543-2378,7,その他の食品,水産加工品,all,東京都中央区築地4-14-15,,
鰹節問屋秋山商店,築地4-14-16,03-3541-2724,7,その他の食品,鰹節・削り節製造販売,all,東京都中央区築地4-14-16,,
丸山海苔店 築地第二店,築地4-14-17,03-3541-7310,7,その他の食品,食品,all,東京都中央区築地4-14-17,,
三栄商会,築地4-14-18,03-3542-1022,7,その他の食品,雑穀販売,all,東京都中央区築地4-14-18,,
㈱玉八商店,築地6-27-2,03-3541-3691,7,その他の食品,鶏卵加工業・玉子焼製品販売,all,東京都中央区築地6-27-2,,
伏高,築地6-27-2,03-3541-0918,7,その他の食品,鰹節,all,東京都中央区築地6-27-2,,
株式会社味のよねくら,築地6-27-3,03-3541-3231,7,その他の食品,乾物,all,東京都中央区築地6-27-3,,
㈱菊屋中村,築地6-27-3,03-3541-8489,7,その他の食品,総合食品・卸売・小売,all,東京都中央区築地6-27-3,,
築地吉岡屋本店,築地6-27-5,03-3541-3946,7,その他の食品,漬物,all,東京都中央区築地6-27-5,,
かつおぶし松村,築地6-27-6,03-3541-1760,7,その他の食品,鰹節卸売業,all,東京都中央区築地6-27-6,,
築地 漬け亭,築地7-6-7　松田ビル1階,03-3546-7524,7,その他の食品,漬け魚・漬け海産物専門店,all,東京都中央区築地7-6-7,,
本玉小島,築地7-16-12,03-3543-2293,7,その他の食品,手焼き玉子焼き専門店,all,東京都中央区築地7-16-12,,
つくだ煮処つくしん,佃1-2-1,03-3531-7578,7,その他の食品,佃煮製造販売,all,東京都中央区佃1-2-1,,
丸久商店,佃1-2-10,03-3531-4823,7,その他の食品,佃煮,all,東京都中央区佃1-2-10,,
㈲佃源田中屋,佃1-3-13,03-3531-2649,7,その他の食品,佃煮販売,all,東京都中央区佃1-3-13,,
㈱天安本店,佃1-3-14,03-3531-3457,7,その他の食品,佃煮,all,東京都中央区佃1-3-14,,
山本山本店 ふじヱ茶房,日本橋2-5-1　日本橋高島屋三井ビルディング1階,03-3271-3273,7,その他の食品,海苔・茶,all,東京都中央区日本橋2-5-1,,
遠忠商店,日本橋蛎殻町1-30-10,03-6661-6021,7,その他の食品,佃煮、自然食品など,all,東京都中央区日本橋蛎殻町1-30-10,,
株式会社木村海藻店,日本橋茅場町2-7-12,03-3666-2729,7,その他の食品,わかめ昆布ひじき他海藻類販売,all,東京都中央区日本橋茅場町2-7-12,,
㈱魚久本店,日本橋人形町1-1-20,03-3666-3848,7,その他の食品,粕漬の販売,all,東京都中央区日本橋人形町1-1-20,,
人形町今半 惣菜水天宮駅前店,日本橋人形町1-14-5,03-5652-5045,7,その他の食品,惣菜・弁当販売,all,東京都中央区日本橋人形町1-14-5,,
日本橋海苔店,日本橋人形町2-2-12,03-5623-1271,7,その他の食品,海苔,all,東京都中央区日本橋人形町2-2-12,,
㈱魚久人形町店,日本橋人形町2-4-3,03-3666-0048,7,その他の食品,粕漬の販売,all,東京都中央区日本橋人形町2-4-3,,
㈲双葉商店,日本橋人形町2-4-9,03-3666-3616,7,その他の食品,豆腐,all,東京都中央区日本橋人形町2-4-9,,
人形町今半 惣菜人形町店,日本橋人形町2-10-3,03-3666-1240,7,その他の食品,惣菜,all,東京都中央区日本橋人形町2-10-3,,
人形町志乃多寿司 総本店,日本橋人形町2-10-10,03-5614-9300,7,その他の食品,持ち帰り用寿司,all,東京都中央区日本橋人形町2-10-10,,
小梅茶荘,日本橋人形町2-32-13,03-6206-2217,7,その他の食品,中国茶茶器の小売販売,all,東京都中央区日本橋人形町2-32-13,,
㈱長谷川商店,日本橋人形町2-35-13,03-3666-7381,7,その他の食品,海苔・茶,all,東京都中央区日本橋人形町2-35-13,,
日本橋浜町えび寿屋,日本橋浜町3-23-11,03-3249-3340,7,その他の食品,食品製造卸,all,東京都中央区日本橋浜町3-23-11,,
㈱八木長本店,日本橋室町1-7-2,03-3241-1211,7,その他の食品,鰹節,all,東京都中央区日本橋室町1-7-2,,
山本海苔店 日本橋本店,日本橋室町1-8-3　室町ＮＳビル1Ｆ,03-3241-0290,7,その他の食品,食品,all,東京都中央区日本橋室町1-8-3,,
日本橋神茂,日本橋室町1-11-8,03-3241-3988,7,その他の食品,蒲鉾・半ぺん,all,東京都中央区日本橋室町1-11-8,,
おつけもの喜多福,湊2-14-4,03-3551-3566,7,その他の食品,漬物屋,all,東京都中央区湊2-14-4,,
東洋物産輪業,銀座1-21-17　銀座21ビル1階,03-3538-7618,8,自転車、自動車小売業,自転車,all,東京都中央区銀座1-21-17,,
自転車やりんりん中央店,月島3-11-4,03-3520-8981,8,自転車、自動車小売業,自転車,all,東京都中央区月島3-11-4,,
ベルウッド中央ショップ,月島3-11-4　コア月島ビル１Ｆ,03-3531-0013,8,自転車、自動車小売業,オートバイ販売修理,all,東京都中央区月島3-11-4,,
小川サイクル,月島3-13-7,03-3531-0507,8,自転車、自動車小売業,自転車,all,東京都中央区月島3-13-7,,
㈱三和自動車,新川2-2-13,03-3551-4706,8,自転車、自動車小売業,自動車整備,all,東京都中央区新川2-2-13,,
㈱シュテルン中央,新川2-8-4,03-3297-4811,8,自転車、自動車小売業,自動車,all,東京都中央区新川2-8-4,,
ミスタータイヤマン京橋店,新富1-11-1,03-3553-8686,8,自転車、自動車小売業,自動車タイヤ販売・修理,all,東京都中央区新富1-11-1,,
小笠原輪業,日本橋大伝馬町4-1,03-3661-2544,8,自転車、自動車小売業,バイク・自転車,all,東京都中央区日本橋大伝馬町4-1,,
有限会社寺倉モータース,日本橋人形町2-8-1,03-3669-1466,8,自転車、自動車小売業,自転車,all,東京都中央区日本橋人形町2-8-1,,
ＬＯＲＯ ＢＩＣＹＣＬＥＳ,日本橋久松町11-6,03-6661-1382,8,自転車、自動車小売業,自転車販売,all,東京都中央区日本橋久松町11-6,,
協和自動車㈱,東日本橋1-5-5,03-3865-3811,8,自転車、自動車小売業,自動車整備,all,東京都中央区東日本橋1-5-5,,
自転車洗車専門店 洗車バイシクル,湊1-13-4　ストーク湊町101,03-6659-3483,8,自転車、自動車小売業,自転車洗車店,all,東京都中央区湊1-13-4,,
ナカス自動車販売株式会社,湊2-14-1,03-3551-1566,8,自転車、自動車小売業,輸入車・国産車、車検修理販売,all,東京都中央区湊2-14-1,,
㈱廣瀬電気,入船3-6-9,03-3553-0541,9,家具、家電、家庭用機械、じゅう器小売業,電気製品,all,東京都中央区入船3-6-9,,
株式会社ガイアース,勝どき3-4-18　アペニンハイム1F,03-3669-0045,9,家具、家電、家庭用機械、じゅう器小売業,通信,all,東京都中央区勝どき3-4-18,,
株式会社西勘本店,京橋1-1-10　西勘本店ビル1階,03-3281-2387,9,家具、家電、家庭用機械、じゅう器小売業,包丁・鋏等利器工具全般,all,東京都中央区京橋1-1-10,,
ル・ノーブル銀座店,銀座1-3-1　銀座富士屋ビル1F,03-6228-7617,9,家具、家電、家庭用機械、じゅう器小売業,輸入洋食器類の小売り,all,東京都中央区銀座1-3-1,,
Air BicCamera銀座店,銀座1-9-13　プライム銀座柳通りビル 1F,03-5915-4780,9,家具、家電、家庭用機械、じゅう器小売業,家電,all,東京都中央区銀座1-9-13,,
銀座 菊藤,銀座2-10-11,03-3541-7355,9,家具、家電、家庭用機械、じゅう器小売業,包丁・鋏・合鍵・工具・その他金物,all,東京都中央区銀座2-10-11,,
龍善堂,銀座5-8-5,03-3571-4321,9,家具、家電、家庭用機械、じゅう器小売業,茶道具,all,東京都中央区銀座5-8-5,,
株式会社 香蘭社,銀座6-14-20　香蘭社ビル1階,03-3543-0951,9,家具、家電、家庭用機械、じゅう器小売業,陶磁,all,東京都中央区銀座6-14-20,,
エムズシステム,新富2-1-4,03-5542-7432,9,家具、家電、家庭用機械、じゅう器小売業,オーディオ製品(ｽﾋﾟｰｶｰ･ｱﾝﾌﾟ）,all,東京都中央区新富2-1-4,,
ぶな沢電機商会,新富2-3-5　ハイツ新富町101,03-3551-3205,9,家具、家電、家庭用機械、じゅう器小売業,家電,all,東京都中央区新富2-3-5,,
㈲三幸電器,月島3-7-4,03-3531-2454,9,家具、家電、家庭用機械、じゅう器小売業,家電,all,東京都中央区月島3-7-4,,
吉田金物店,月島3-15-7,03-3531-0751,9,家具、家電、家庭用機械、じゅう器小売業,金物店,all,東京都中央区月島3-15-7,,
竹内洋家具店,築地2-1-17,03-3541-6972,9,家具、家電、家庭用機械、じゅう器小売業,家具・インテリア小物,all,東京都中央区築地2-1-17,,
株式会社藤井商店,築地2-15-12,03-3541-2585,9,家具、家電、家庭用機械、じゅう器小売業,料理器具,all,東京都中央区築地2-15-12,,
うりきり屋,築地4-7-1　三井ガーデンホテル銀座築地1F,03-3541-6644,9,家具、家電、家庭用機械、じゅう器小売業,陶器,all,東京都中央区築地4-7-1,,
和田老舗,築地4-8-2,03-3541-0679,9,家具、家電、家庭用機械、じゅう器小売業,漆器、陶磁器、ガラス器,all,東京都中央区築地4-8-2,,
滝沢陶器㈱,築地4-9-7,03-3542-0031,9,家具、家電、家庭用機械、じゅう器小売業,陶器,all,東京都中央区築地4-9-7,,
つきじ 常陸屋,築地4-12-5　シグネット･ドゥ1階,03-3541-1296,9,家具、家電、家庭用機械、じゅう器小売業,日本の料理道具専門店,all,東京都中央区築地4-12-5,,
熊出屋 山野井商店,築地4-12-6,03-3541-6772,9,家具、家電、家庭用機械、じゅう器小売業,調理器具販売,all,東京都中央区築地4-12-6,,
株式会社 有次,築地4-13-6,03-3541-6890,9,家具、家電、家庭用機械、じゅう器小売業,刃物販売,all,東京都中央区築地4-13-6,,
東源正久商店,築地4-13-7,03-3541-8619,9,家具、家電、家庭用機械、じゅう器小売業,包丁専門店,all,東京都中央区築地4-13-7,,
有限会社一不二,築地4-14-14,03-3542-1855,9,家具、家電、家庭用機械、じゅう器小売業,瀬戸物屋,all,東京都中央区築地4-14-14,,
漆芸中島,佃1-4-12,03-3531-6868,9,家具、家電、家庭用機械、じゅう器小売業,漆器、箸,all,東京都中央区佃1-4-12,,
黒江屋,日本橋1-2-6　黒江屋国分ビル2階,03-3272-0948,9,家具、家電、家庭用機械、じゅう器小売業,漆器専門店,all,東京都中央区日本橋1-2-6,,
川島紙店,日本橋小伝馬町2-3　川島ビル1F,03-3663-3371,9,家具、家電、家庭用機械、じゅう器小売業,和紙関連商品,all,東京都中央区日本橋小伝馬町2-3,,
㈲入江電気商会,日本橋小伝馬町8-2,03-3661-0588,9,家具、家電、家庭用機械、じゅう器小売業,電気製品,all,東京都中央区日本橋小伝馬町8-2,,
東京家具㈱,日本橋人形町2-1-9,03-3667-6761,9,家具、家電、家庭用機械、じゅう器小売業,家具,all,東京都中央区日本橋人形町2-1-9,,
こだわりの器 紅とも,日本橋人形町2-2-1,03-3667-6030,9,家具、家電、家庭用機械、じゅう器小売業,陶磁器及び調度品小売,all,東京都中央区日本橋人形町2-2-1,,
あんしん電気,日本橋人形町2-14-12,03-3666-5986,9,家具、家電、家庭用機械、じゅう器小売業,家電,all,東京都中央区日本橋人形町2-14-12,,
三栄興業㈲,日本橋馬喰町1-5-4　中庄ビル1階,03-3661-1671,9,家具、家電、家庭用機械、じゅう器小売業,電化製品・ＣＤ,all,東京都中央区日本橋馬喰町1-5-4,,
井上電気商会合同会社,日本橋浜町2-22-5,03-3661-1627,9,家具、家電、家庭用機械、じゅう器小売業,家電,all,東京都中央区日本橋浜町2-22-5,,
武藤株式会社,日本橋本町1-8-13　日本橋滄浪閣ビル,03-3279-2221,9,家具、家電、家庭用機械、じゅう器小売業,漆器、ガラス器、陶器,all,東京都中央区日本橋本町1-8-13,,
隅田商事㈱,新川1-29-14,03-3403-5161,10,ガソリンスタンド,ガソリンスタンド,all,東京都中央区新川1-29-14,,
青木石油商事株式会社 築地ＳＳ,築地3-11-4,03-3541-6633,10,ガソリンスタンド,ガソリンスタント,all,東京都中央区築地3-11-4,,
東新エナジー月島ＳＳ,佃2-18-8,03-3531-4510,10,ガソリンスタンド,ガソリンスタンド,all,東京都中央区佃2-18-8,,
㈱大釿,日本橋蛎殻町1-34-9,03-3669-5431,10,ガソリンスタンド,ガソリンスタンド,all,東京都中央区日本橋蛎殻町1-34-9,,
隅田商事㈱茅場町ＳＳ,日本橋茅場町3-1-11,03-3668-2836,10,ガソリンスタンド,ガソリンスタンド,all,東京都中央区日本橋茅場町3-1-11,,
明光石油㈱日本橋カズヲスタンド,日本橋小網町7-10,03-3666-9603,10,ガソリンスタンド,ガソリンスタンド,all,東京都中央区日本橋小網町7-10,,
隅田商事㈱,日本橋本石町4-3-7,03-3241-6126,10,ガソリンスタンド,燃料,all,東京都中央区日本橋本石町4-3-7,,
花や祇 クロスロードフラワーショップ,明石町4-9　ココグランズマルビシ1F,03-6264-3273,11,その他の小売業,プリザーブドフラワーのギフト,all,東京都中央区明石町4-9,,
赤旗中央区出張所,入船3-4-2　日本共産党中央地区委員会1階,03-3552-1391,11,その他の小売業,新聞,all,東京都中央区入船3-4-2,,
マトバフローリスト,入船3-7-7　ウインド入船ビル,03-3552-8780,11,その他の小売業,生花店,all,東京都中央区入船3-7-7,,
文具の月島堂,勝どき2-8-12-1527,03-3533-2045,11,その他の小売業,文具・介護用品販売,all,東京都中央区勝どき2-8-12-1527,,
フローリスト花幸,勝どき2-12-4,03-3533-1878,11,その他の小売業,生花店,all,東京都中央区勝どき2-12-4,,
㈱モリイチ京橋店,京橋1-3-2,03-3281-3228,11,その他の小売業,文具,all,東京都中央区京橋1-3-2,,
木雞,京橋1-6-14　佐伯ビル1階,03-3561-7411,11,その他の小売業,古美術,all,東京都中央区京橋1-6-14,,
京はし満津金,京橋2-6-5　㈱金陽社印刷所内,080-3543-2668,11,その他の小売業,御朱印帖・江戸町火消錦絵販売,all,東京都中央区京橋2-6-5,,
ゴルフパートナー宝町昭和通り店,京橋2-11-3　服部ビル1F,03-3538-7363,11,その他の小売業,総合ゴルフ用品店,all,東京都中央区京橋2-11-3,,
㈱白木屋中村伝兵衛商店,京橋3-9-8,03-3563-1771,11,その他の小売業,雑貨,all,東京都中央区京橋3-9-8,,
高知県アンテナショップ まるごと高知「とさ市」,銀座1-3-13　オーブプレミア1F,03-3538-4365,11,その他の小売業,高知県特産品,all,東京都中央区銀座1-3-13,,
ふくい食の國291,銀座1-5-8　ギンザウィローアベニュービル1F/BF,03-5159-4291,11,その他の小売業,福井県アンテナショップ,all,東京都中央区銀座1-5-8,,
㈱はせがわ銀座本店,銀座1-7-6　銀座河合ビル1F,03-5524-7576,11,その他の小売業,仏壇・仏具・神具ほか,all,東京都中央区銀座1-7-6,,
東京フラワー,銀座1-20-2,03-3561-5787,11,その他の小売業,フラワーショップ 生花店,all,東京都中央区銀座1-20-2,,
カランダッシュ銀座,銀座2-5-2,03-3561-1915,11,その他の小売業,文房具店,all,東京都中央区銀座2-5-2,,
漢方薬舗しおみの杜,銀座3-11-16　G-3銀座ビル８A,03-6228-4280,11,その他の小売業,医薬品販売業,all,東京都中央区銀座3-11-16,,
天賞堂,銀座4-3-9　天賞堂ビル3F,03-3562-0025,11,その他の小売業,鉄道模型,all,東京都中央区銀座4-3-9,,
教文館,銀座4-5-1,03-3561-8446,11,その他の小売業,書籍,all,東京都中央区銀座4-5-1,,
山野楽器本店,銀座4-5-6,03-3562-5051,11,その他の小売業,ＡＶソフト・楽器,all,東京都中央区銀座4-5-6,,
㈱安藤七宝店 東京支店,銀座4-6-11　銀座センタービル1F,03-3572-2261,11,その他の小売業,七宝製品販売,all,東京都中央区銀座4-6-11,,
㈲三共カメラ,銀座4-10-11,03-3543-3951,11,その他の小売業,写真機,all,東京都中央区銀座4-10-11,,
歌舞伎座内 売店・飲食店,銀座4-12-15,03-3545-6557,11,その他の小売業,歌舞伎関連グッズ・食品等の販売,all,東京都中央区銀座4-12-15,,
㈱カメラの三和銀座店,銀座4-13-1,03-3547-0088,11,その他の小売業,カメラ,all,東京都中央区銀座4-13-1,,
銀座 熊本館,銀座5-3-16　銀座熊本館,03-3572-1267,11,その他の小売業,熊本県アンテナショップ,all,東京都中央区銀座5-3-16,,
銀座ＮＡＧＡＮＯ,銀座5-6-5　NOCO1階,03-6274-6015,11,その他の小売業,長野県アンテナショップ,all,東京都中央区銀座5-6-5,,
㈱東京鳩居堂,銀座5-7-4,03-3571-4429,11,その他の小売業,薫物・線香・和漢文具,all,東京都中央区銀座5-7-4,,
SONOKO銀座店,銀座5-9-1　銀座幸ビル,03-4335-7878,11,その他の小売業,食品、化粧品,all,東京都中央区銀座5-9-1,,
ＡＬＢＩＯＮ ＤＲＥＳＳＥＲ 銀座店,銀座5-10-2-1F,03-6281-4177,11,その他の小売業,化粧品店,all,東京都中央区銀座5-10-2-1F,,
いわて銀河プラザ,銀座5-15-1　南海東京ビル1F,03-3524-8315,11,その他の小売業,岩手県特産品,all,東京都中央区銀座5-15-1,,
香老舗松栄堂銀座店,銀座7-3-8　銀座七丁目プレイス1階,03-3572-6484,11,その他の小売業,お香,all,東京都中央区銀座7-3-8,,
ＳＨＩＳＥＩＤＯ ＴＨＥ ＳＴＯＲＥ,銀座7-8-10,03-3571-7735,11,その他の小売業,化粧品販売,all,東京都中央区銀座7-8-10,,
㈱安田松慶堂,銀座7-14-3,03-3542-5771,11,その他の小売業,仏壇・仏具・神具ほか,all,東京都中央区銀座7-14-3,,
化粧品の店 ギンザビビ,銀座8-7の先　銀座ナイン2号館銀座口,03-3572-0530,11,その他の小売業,化粧品・国内・輸入香水,all,東京都中央区銀座8-7の,,
ギャラリー上田,銀座8-8-1　第7セントラルビル8F,03-3574-7553,11,その他の小売業,画廊,all,東京都中央区銀座8-8-1,,
博品館トイパーク,銀座8-8-11,03-3571-8008,11,その他の小売業,玩具,all,東京都中央区銀座8-8-11,,
ランズエンド（胡蝶蘭専門）,新川2-25-7-1階,03-5546-1187,11,その他の小売業,フラワーショップ,all,東京都中央区新川2-25-7-1階,,
青森県特産品センター,新富1-3-9　東光ビル1階,03-5540-7311,11,その他の小売業,青森特産品,all,東京都中央区新富1-3-9,,
ナカムラヤ化粧品店,新富1-7-6,03-3551-2075,11,その他の小売業,化粧品,all,東京都中央区新富1-7-6,,
竹口三正堂,新富2-4-4　パインビル1階,03-3553-0855,11,その他の小売業,印章,all,東京都中央区新富2-4-4,,
ニュースサービス日経 銀座兜町,新富2-5-11,03-3553-3450,11,その他の小売業,新聞,all,東京都中央区新富2-5-11,,
大野商店,新富2-11-1,03-3551-0515,11,その他の小売業,日用品雑貨・おもちゃ・婦人服,all,東京都中央区新富2-11-1,,
On the Desk,晴海1-8-16　晴海トリトン2F,03-5547-1088,11,その他の小売業,文房具及びファンシー雑貨,all,東京都中央区晴海1-8-16,,
宮本商事,月島1-9-7,03-5548-5723,11,その他の小売業,煙草・趣味の小雑貨,all,東京都中央区月島1-9-7,,
ＰＯＬＡ月島勝どき,月島1-20-1　ル・マレ月島202,03-5859-0899,11,その他の小売業,化粧品・エステ,all,東京都中央区月島1-20-1,,
㈲石野商店,月島1-20-4,03-3531-0973,11,その他の小売業,雑貨,all,東京都中央区月島1-20-4,,
ハナキ花園,月島1-22-1-120,03-3533-4187,11,その他の小売業,生花店,all,東京都中央区月島1-22-1-120,,
BUDDY FAMS,月島2-1-2　アーバンライフ月島駅前ウエスト2階,03-3532-1135,11,その他の小売業,ペットショップ,all,東京都中央区月島2-1-2,,
船山㈱東京本店,月島2-20-15,03-3532-3601,11,その他の小売業,消火器・非常食・防災用品全般,all,東京都中央区月島2-20-15,,
㈲相田書店,月島3-5-4,03-3531-2331,11,その他の小売業,書籍,all,東京都中央区月島3-5-4,,
㈲大黒屋,月島3-7-12,03-3531-0548,11,その他の小売業,文具,all,東京都中央区月島3-7-12,,
㈱ナナ文具,月島4-4-3,03-3533-2001,11,その他の小売業,文具,all,東京都中央区月島4-4-3,,
ペットシテイ月島店,月島4-6-1　長野栄治,03-3534-0012,11,その他の小売業,ペットフード,all,東京都中央区月島4-6-1,,
scart gallery,築地2-10-6scart,03-3543-2023,11,その他の小売業,ギャラリー運営、アパレル販売,all,東京都中央区築地2-10-6scart,,
ＮＳＮ東銀座,築地2-11-7,03-3543-3004,11,その他の小売業,新聞販売店,all,東京都中央区築地2-11-7,,
㈱花伊之,築地2-11-8,03-3541-7035,11,その他の小売業,生花店,all,東京都中央区築地2-11-8,,
㈱つきぢ味幸堂,築地4-14-1　モンテベルデ1F,03-3545-6178,11,その他の小売業,珍味屋,all,東京都中央区築地4-14-1,,
高知タカシン水産築地店,築地4-16-2,03-6278-7444,11,その他の小売業,鮮魚卸店,all,東京都中央区築地4-16-2,,
ハナタメ,築地6-4-5　シティスクエア築地1F,03-3541-6687,11,その他の小売業,花屋,all,東京都中央区築地6-4-5,,
弘尚堂書店,築地6-4-9,03-3541-0333,11,その他の小売業,書籍・雑誌小売業,all,東京都中央区築地6-4-9,,
日本橋 長崎館,日本橋2-1-3　アーバンネット日本橋二丁目ビル1F,03-6262-5352,11,その他の小売業,長崎県アンテナショップ,all,東京都中央区日本橋2-1-3,,
㈱榛原,日本橋2-7-1,03-3272-3801,11,その他の小売業,和紙及び和紙製品販売,all,東京都中央区日本橋2-7-1,,
ここ滋賀,日本橋2-7-1-1F,03-6281-9871,11,その他の小売業,アンテナショップ,all,東京都中央区日本橋2-7-1-1F,,
株式会社フットワン,日本橋3-1-4　日本橋さくらビル4階,03-6240-9192,11,その他の小売業,ｵｰﾀﾞｰﾒｲﾄﾞｲﾝｿｰﾙ、健康商材,all,東京都中央区日本橋3-1-4,,
マキチエ㈱東京日本橋店,日本橋3-2-3　ユニバース第1ビル1階,03-3277-2511,11,その他の小売業,補聴器店,all,東京都中央区日本橋3-2-3,,
株式会社ヤマナシ,日本橋蛎殻町1-28-9,03-3668-2021,11,その他の小売業,文具・印章・ＯＡ用品,all,東京都中央区日本橋蛎殻町1-28-9,,
パレットプラザ水天宮前,日本橋蛎殻町2-13-4,03-5614-5581,11,その他の小売業,写真プリント雑貨販売,all,東京都中央区日本橋蛎殻町2-13-4,,
㈱アンザイ,日本橋茅場町3-4-3　安西ビル1階,03-3661-8402,11,その他の小売業,文具・事務用品,all,東京都中央区日本橋茅場町3-4-3,,
東屋,日本橋小伝馬町12-2,03-3664-6621,11,その他の小売業,文房具・事務用品,all,東京都中央区日本橋小伝馬町12-2,,
森武道具㈱,日本橋小伝馬町6-12,03-3661-0469,11,その他の小売業,武道用品,all,東京都中央区日本橋小伝馬町6-12,,
ｚａｋｋａ ｓｈｏｐ Ｇｒｅｅｎ,日本橋中洲11-14　ニックハイム日本橋102号,03-6667-0354,11,その他の小売業,オーガニックコスメ・食品・雑貨販売,all,東京都中央区日本橋中洲11-14,,
生活道具屋 Ｓｕｒｏｕ ｎ.ｎ,日本橋人形町1-12-11　リガーレ日本橋人形町1階,03-5641-7663,11,その他の小売業,その他の小売業,all,東京都中央区日本橋人形町1-12-11,,
ミヤギ人形町店,日本橋人形町2-4-3,03-3662-6813,11,その他の小売業,文具,all,東京都中央区日本橋人形町2-4-3,,
ＡＳＡ人形町,日本橋人形町2-8-8,03-3639-1213,11,その他の小売業,新聞販売店,all,東京都中央区日本橋人形町2-8-8,,
岩井つづら屋,日本橋人形町2-10-1,03-3668-6058,11,その他の小売業,つづら製造販売,all,東京都中央区日本橋人形町2-10-1,,
香老舗松栄堂 人形町店,日本橋人形町2-12-2,03-3664-2307,11,その他の小売業,お香,all,東京都中央区日本橋人形町2-12-2,,
キネヤ化粧品店,日本橋人形町2-21-11　キネヤビル1階,03-3666-5540,11,その他の小売業,化粧品,all,東京都中央区日本橋人形町2-21-11,,
㈱大橋(大橋印房),日本橋浜町2-20-1,03-3668-2561,11,その他の小売業,印章,all,東京都中央区日本橋浜町2-20-1,,
㈱かめや,日本橋浜町2-23-7,03-3666-5221,11,その他の小売業,文具,all,東京都中央区日本橋浜町2-23-7,,
濱甼高虎,日本橋浜町2-45-6,03-3666-5562,11,その他の小売業,繊維品卸業,all,東京都中央区日本橋浜町2-45-6,,
はん屋久松町店,日本橋久松町9-12-1F,03-3663-7715,11,その他の小売業,印章、ゴム印、名刺、封筒印刷,all,東京都中央区日本橋久松町9-12-1F,,
